,StartDate,EndDate,CurrentRelationshipStatus,RelationshipLength,Frequency in separate beds,Occupation,Gender,Age,Household income,Education,Location,Gender_code,Age_code,Household income_code,Education_code
316,7/9/14 18:58,7/9/14 19:00,Married,More than 20 years,Never,Retired1,Male,> 60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic,0,4,2,4
317,7/9/14 18:57,7/9/14 18:58,Married,16-20 years,Never,"Education, Training, and Library Occupations",Male,45-60,Did not disclose,Some college or Associate degree,East North Central,0,3,0,3
318,7/9/14 18:57,7/9/14 19:00,"Single, but cohabiting with a significant other",1-5 years,Never,Architecture and Engineering Occupations,Male,18-29,"$0 - $24,999",Some college or Associate degree,West South Central,0,1,1,3
319,7/9/14 18:57,7/9/14 18:58,Married,More than 20 years,Never,Business and Financial Operations Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
320,7/9/14 18:57,7/9/14 18:58,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Female,45-60,Did not disclose,Some college or Associate degree,East North Central,1,3,0,3
321,7/9/14 18:56,7/9/14 18:57,Married,More than 20 years,Never,Business and Financial Operations Occupations,Male,> 60,Did not disclose,Bachelor degree,Middle Atlantic,0,4,0,4
322,7/9/14 18:56,7/9/14 18:57,Married,1-5 years,Never,"Life, Physical, and Social Science Occupations",Female,18-29,"$25,000 - $49,999",Graduate degree,Mountain,1,1,2,5
323,7/9/14 18:56,7/9/14 18:57,Married,11-15 years,Never,Product development,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
324,7/9/14 18:56,7/9/14 18:58,Married,More than 20 years,Never,Office and Administrative Support Occupations,Female,45-60,"$100,000 - $149,999",High school degree,East North Central,1,3,4,2
325,7/9/14 18:56,7/9/14 18:57,Married,More than 20 years,Never,retired,Female,> 60,"$25,000 - $49,999",Graduate degree,Middle Atlantic,1,4,2,5
326,7/9/14 18:55,7/9/14 18:56,"Single, but cohabiting with a significant other",1-5 years,Never,Healthcare Support Occupations,Female,18-29,Did not disclose,Bachelor degree,Middle Atlantic,1,1,0,4
327,7/9/14 18:55,7/9/14 18:56,Married,11-15 years,Never,Management Occupations,Male,> 60,"$150,000+",Graduate degree,East North Central,0,4,5,5
328,7/9/14 18:55,7/9/14 18:55,Married,11-15 years,Never,Computer and Mathematical Occupations,Male,30-44,"$150,000+",Bachelor degree,Middle Atlantic,0,2,5,4
329,7/9/14 18:54,7/9/14 18:55,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic,1,3,4,5
330,7/9/14 18:54,7/9/14 18:56,Married,11-15 years,Never,Information Technology,Male,45-60,"$50,000 - $99,999",Bachelor degree,West North Central,0,3,3,4
331,7/9/14 18:54,7/9/14 18:54,Married,11-15 years,Never,Community and Social Service Occupations,Male,30-44,"$100,000 - $149,999",Bachelor degree,Pacific,0,2,4,4
332,7/9/14 18:53,7/9/14 18:55,Married,More than 20 years,Never,Transportation and Materials Moving Occupations,Male,45-60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,0,3,4,4
333,7/9/14 18:52,7/9/14 18:54,Married,More than 20 years,Never,Avocational job-shop (machinist),Male,> 60,Did not disclose,Some college or Associate degree,West South Central,0,4,0,3
334,7/9/14 18:52,7/9/14 18:53,Married,More than 20 years,Never,retired,Male,> 60,"$50,000 - $99,999",Bachelor degree,South Atlantic,0,4,3,4
335,7/9/14 18:52,7/9/14 18:53,Married,More than 20 years,Never,Architecture and Engineering Occupations,Male,45-60,Did not disclose,Bachelor degree,East North Central,0,3,0,4
336,7/9/14 18:52,7/9/14 18:53,Married,11-15 years,Never,Domestic specialist,Female,30-44,"$0 - $24,999",Bachelor degree,West North Central,1,2,1,4
337,7/9/14 18:52,7/9/14 18:53,Married,More than 20 years,Never,retired,Male,> 60,"$25,000 - $49,999",Bachelor degree,East North Central,0,4,2,4
338,7/9/14 18:51,7/9/14 18:52,Married,More than 20 years,Never,Manufacturing,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,Mountain,0,3,4,3
339,7/9/14 18:50,7/9/14 18:52,In a domestic partnership or civil union,11-15 years,Never,"Education, Training, and Library Occupations",Female,30-44,"$25,000 - $49,999",Some college or Associate degree,Middle Atlantic,1,2,2,3
340,7/9/14 18:50,7/9/14 18:51,Married,More than 20 years,Never,Retired,Female,> 60,Did not disclose,Some college or Associate degree,New England,1,4,0,3
341,7/9/14 18:50,7/9/14 18:51,In a domestic partnership or civil union,More than 20 years,Never,"Life, Physical, and Social Science Occupations",Female,> 60,Did not disclose,Did not disclose,Middle Atlantic,1,4,0,0
342,7/9/14 18:50,7/9/14 18:51,Divorced,1-5 years,Never,Gas attendant.,Male,> 60,"$0 - $24,999",Some college or Associate degree,Middle Atlantic,0,4,1,3
343,7/9/14 18:50,7/9/14 18:51,Married,More than 20 years,Never,"Life, Physical, and Social Science Occupations",Male,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic,0,3,3,4
344,7/9/14 18:50,7/9/14 18:51,Married,More than 20 years,Never,retired,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,0,3,3,3
345,7/9/14 18:50,7/9/14 18:50,Married,1-5 years,Never,Computer and Mathematical Occupations,Female,18-29,"$100,000 - $149,999",Bachelor degree,South Atlantic,1,1,4,4
346,7/9/14 18:49,7/9/14 18:50,"Single, but cohabiting with a significant other",16-20 years,Never,Healthcare Practitioners and Technical Occupations,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,1,4,3,3
347,7/9/14 18:48,7/9/14 18:49,Married,More than 20 years,Never,Sales and Related Occupations,Male,> 60,"$150,000+",Graduate degree,New England,0,4,5,5
348,7/9/14 18:48,7/9/14 18:49,Married,16-20 years,Never,Translator and editor,Female,> 60,Did not disclose,Graduate degree,Middle Atlantic,1,4,0,5
349,7/9/14 18:47,7/9/14 18:49,Married,More than 20 years,Never,A/V Consultant,Male,45-60,Did not disclose,Some college or Associate degree,South Atlantic,0,3,0,3
350,7/9/14 18:47,7/9/14 18:48,Married,More than 20 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Male,45-60,"$100,000 - $149,999",Bachelor degree,New England,0,3,4,4
351,7/9/14 18:47,7/9/14 18:48,"Single, but cohabiting with a significant other",1-5 years,Never,"Education, Training, and Library Occupations",Female,18-29,Did not disclose,Graduate degree,South Atlantic,1,1,0,5
352,7/9/14 18:47,7/9/14 18:47,Married,More than 20 years,Never,Community and Social Service Occupations,Male,45-60,Did not disclose,Graduate degree,South Atlantic,0,3,0,5
353,7/9/14 18:47,7/9/14 18:48,Married,6-10 years,Never,"Education, Training, and Library Occupations",Male,45-60,"$50,000 - $99,999",Graduate degree,Middle Atlantic,0,3,3,5
354,7/9/14 18:46,7/9/14 18:47,Married,More than 20 years,Never,Protective Service Occupations,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,0,3,3,3
355,7/9/14 18:46,7/9/14 18:47,Married,More than 20 years,Never,retired,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central,0,4,3,3
356,7/9/14 18:45,7/9/14 18:46,Married,More than 20 years,Never,RETIRED,Male,> 60,"$100,000 - $149,999",Bachelor degree,East North Central,0,4,4,4
357,7/9/14 18:46,7/9/14 18:46,"Single, but cohabiting with a significant other",1-5 years,Never,Office and Administrative Support Occupations,Female,30-44,"$50,000 - $99,999",Graduate degree,Mountain,1,2,3,5
358,7/9/14 18:45,7/9/14 18:46,Married,More than 20 years,Never,Construction and Extraction Occupations,Male,> 60,"$50,000 - $99,999",Bachelor degree,West North Central,0,4,3,4
359,7/9/14 18:45,7/9/14 18:46,Married,More than 20 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,> 60,Did not disclose,Bachelor degree,New England,1,4,0,4
360,7/9/14 18:44,7/9/14 18:46,"Single, but cohabiting with a significant other",6-10 years,Never,Unemployed,Female,18-29,"$25,000 - $49,999",High school degree,Mountain,1,1,2,2
361,7/9/14 18:45,7/9/14 18:45,Married,More than 20 years,Never,retired,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
362,7/9/14 18:40,7/9/14 18:47,Married,11-15 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,30-44,"$50,000 - $99,999",Bachelor degree,Pacific,1,2,3,4
363,7/9/14 18:44,7/9/14 18:45,Married,More than 20 years,Never,Architecture and Engineering Occupations,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,New England,0,4,4,3
364,7/9/14 18:43,7/9/14 18:44,Married,More than 20 years,Never,retired,Male,> 60,Did not disclose,Graduate degree,South Atlantic,0,4,0,5
365,7/9/14 18:43,7/9/14 18:44,Married,11-15 years,Never,Retired,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,New England,0,4,3,3
366,7/9/14 18:42,7/9/14 18:43,Married,More than 20 years,Never,Business and Financial Operations Occupations,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific,0,4,4,5
367,7/9/14 18:42,7/9/14 18:43,Married,16-20 years,Never,Computer and Mathematical Occupations,Male,45-60,"$100,000 - $149,999",Graduate degree,New England,0,3,4,5
368,7/9/14 18:42,7/9/14 18:43,Married,More than 20 years,Never,Retired,Male,> 60,Did not disclose,Graduate degree,Pacific,0,4,0,5
369,7/9/14 18:42,7/9/14 18:42,Married,6-10 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,30-44,"$150,000+",Graduate degree,Pacific,1,2,5,5
370,7/9/14 18:41,7/9/14 18:42,"Single, but cohabiting with a significant other",6-10 years,Never,Business and Financial Operations Occupations,Female,30-44,"$150,000+",Bachelor degree,East North Central,1,2,5,4
371,7/9/14 18:41,7/9/14 18:42,Married,6-10 years,Never,Healthcare Support Occupations,Male,18-29,"$50,000 - $99,999",Bachelor degree,East North Central,0,1,3,4
372,7/9/14 18:41,7/9/14 18:41,"Single, but cohabiting with a significant other",1-5 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Female,18-29,"$25,000 - $49,999",Bachelor degree,East North Central,1,1,2,4
373,7/9/14 18:41,7/9/14 18:42,"Single, but cohabiting with a significant other",1-5 years,Never,Education Non-Profit/National Service - teaching,Female,18-29,"$0 - $24,999",Bachelor degree,West South Central,1,1,1,4
374,7/9/14 18:41,7/9/14 18:41,Married,More than 20 years,Never,Retired,Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic,0,4,3,5
375,7/9/14 18:40,7/9/14 18:41,"Single, but cohabiting with a significant other",Less than 1 year,Never,Building and Grounds Cleaning and Maintenance Occupations,Male,> 60,"$150,000+",Less than high school degree,West South Central,0,4,5,1
376,7/9/14 18:40,7/9/14 18:41,Married,More than 20 years,Never,Transportation and Materials Moving Occupations,Male,45-60,Did not disclose,Bachelor degree,Pacific,0,3,0,4
377,7/9/14 18:40,7/9/14 18:41,Married,More than 20 years,Never,homemaker,Female,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central,1,3,2,3
378,7/9/14 18:40,7/9/14 18:41,Married,11-15 years,Never,"Education, Training, and Library Occupations",Male,30-44,"$25,000 - $49,999",Graduate degree,South Atlantic,0,2,2,5
379,7/9/14 18:40,7/9/14 18:41,Married,More than 20 years,Never,Office and Administrative Support Occupations,Female,30-44,"$50,000 - $99,999",Bachelor degree,South Atlantic,1,2,3,4
380,7/9/14 18:39,7/9/14 18:40,Married,1-5 years,Never,Community and Social Service Occupations,Male,30-44,Did not disclose,Bachelor degree,Mountain,0,2,0,4
381,7/9/14 18:39,7/9/14 18:40,Married,16-20 years,Never,retired,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
382,7/9/14 18:39,7/9/14 18:39,Married,11-15 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Male,> 60,"$50,000 - $99,999",Some college or Associate degree,East North Central,0,4,3,3
383,7/9/14 18:39,7/9/14 18:39,Married,1-5 years,Never,Management Occupations,Female,30-44,Did not disclose,Graduate degree,South Atlantic,1,2,0,5
384,7/9/14 18:38,7/9/14 18:39,"Single, but cohabiting with a significant other",6-10 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Male,30-44,"$25,000 - $49,999",Bachelor degree,Middle Atlantic,0,2,2,4
385,7/9/14 18:38,7/9/14 18:39,"Single, but cohabiting with a significant other",1-5 years,Never,Healthcare Support Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
386,7/9/14 18:38,7/9/14 18:39,Married,More than 20 years,Never,Healthcare Support Occupations,Male,45-60,"$100,000 - $149,999",Graduate degree,Middle Atlantic,0,3,4,5
387,7/9/14 18:38,7/9/14 18:38,"Single, but cohabiting with a significant other",Less than 1 year,Never,Personal Care and Service Occupations,Female,> 60,"$50,000 - $99,999",High school degree,Middle Atlantic,1,4,3,2
388,7/9/14 18:37,7/9/14 18:39,Married,16-20 years,Never,Retired,Male,> 60,"$150,000+",Some college or Associate degree,West South Central,0,4,5,3
389,7/9/14 18:37,7/9/14 18:38,Married,More than 20 years,Never,Office and Administrative Support Occupations,Female,> 60,Did not disclose,Bachelor degree,East North Central,1,4,0,4
390,7/9/14 18:37,7/9/14 18:38,Married,6-10 years,Never,Healthcare Support Occupations,Female,30-44,"$50,000 - $99,999",High school degree,South Atlantic,1,2,3,2
391,7/9/14 18:37,7/9/14 18:38,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Female,45-60,"$150,000+",Bachelor degree,Pacific,1,3,5,4
392,7/9/14 18:37,7/9/14 18:38,Married,More than 20 years,Never,Business and Financial Operations Occupations,Female,> 60,Did not disclose,Bachelor degree,Mountain,1,4,0,4
393,7/9/14 18:36,7/9/14 18:37,Married,More than 20 years,Never,retired,Male,> 60,"$100,000 - $149,999",Graduate degree,New England,0,4,4,5
394,7/9/14 18:36,7/9/14 18:37,Married,11-15 years,Never,Healthcare Support Occupations,Female,30-44,Did not disclose,Some college or Associate degree,East North Central,1,2,0,3
395,7/9/14 18:36,7/9/14 18:36,Married,6-10 years,Never,Management Occupations,Male,> 60,"$100,000 - $149,999",Some college or Associate degree,Middle Atlantic,0,4,4,3
396,7/9/14 18:35,7/9/14 18:36,Married,More than 20 years,Never,Management Occupations,Female,45-60,Did not disclose,Bachelor degree,Middle Atlantic,1,3,0,4
397,7/9/14 18:35,7/9/14 18:36,Married,6-10 years,Never,"Farming, Fishing, and Forestry Occupations",Female,30-44,"$50,000 - $99,999",Graduate degree,Middle Atlantic,1,2,3,5
398,7/9/14 18:35,7/9/14 18:37,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,> 60,"$100,000 - $149,999",Graduate degree,Middle Atlantic,1,4,4,5
399,7/9/14 18:35,7/9/14 18:57,Married,More than 20 years,Never,bio-medical technician,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,East North Central,0,3,4,3
400,7/9/14 18:34,7/9/14 18:36,Married,More than 20 years,Never,Computer and Mathematical Occupations,Male,45-60,Did not disclose,Some college or Associate degree,West North Central,0,3,0,3
401,7/9/14 18:35,7/9/14 18:36,Separated,More than 20 years,Never,Computer and Mathematical Occupations,Female,> 60,"$0 - $24,999",Some college or Associate degree,South Atlantic,1,4,1,3
402,7/9/14 18:35,7/9/14 18:37,"Single, but cohabiting with a significant other",1-5 years,Never,Sales and Related Occupations,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,East South Central,1,2,2,3
403,7/9/14 18:35,7/9/14 18:35,Married,More than 20 years,Never,retired,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific,0,4,4,5
404,7/9/14 18:34,7/9/14 18:36,Married,16-20 years,Never,Community and Social Service Occupations,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,Pacific,0,3,3,3
405,7/9/14 18:34,7/9/14 18:37,Married,11-15 years,Never,Office and Administrative Support Occupations,Female,45-60,Did not disclose,Graduate degree,South Atlantic,1,3,0,5
406,7/9/14 18:34,7/9/14 18:35,Married,More than 20 years,Never,Retired,Male,> 60,"$50,000 - $99,999",Graduate degree,East North Central,0,4,3,5
407,7/9/14 18:33,7/9/14 18:35,Married,More than 20 years,Never,Architecture and Engineering Occupations,Female,30-44,"$25,000 - $49,999",Bachelor degree,West South Central,1,2,2,4
408,7/9/14 18:33,7/9/14 18:35,Married,More than 20 years,Never,Community and Social Service Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
409,7/9/14 18:33,7/9/14 18:34,Married,11-15 years,Never,Healthcare Practitioners and Technical Occupations,Female,45-60,"$150,000+",Graduate degree,South Atlantic,1,3,5,5
410,7/9/14 18:32,7/9/14 18:34,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Male,> 60,"$100,000 - $149,999",Bachelor degree,West North Central,0,4,4,4
411,7/9/14 18:32,7/9/14 18:33,Married,1-5 years,Never,Unemployed,Female,30-44,Did not disclose,High school degree,Pacific,1,2,0,2
412,7/9/14 18:31,7/9/14 18:32,In a domestic partnership or civil union,1-5 years,Never,"Life, Physical, and Social Science Occupations",Female,18-29,"$0 - $24,999",Graduate degree,South Atlantic,1,1,1,5
413,7/9/14 18:27,7/9/14 18:31,Married,6-10 years,Never,"Education, Training, and Library Occupations",Female,18-29,"$50,000 - $99,999",Graduate degree,East North Central,1,1,3,5
414,7/9/14 18:30,7/9/14 18:32,Married,6-10 years,Never,Construction and Extraction Occupations,Male,45-60,"$50,000 - $99,999",High school degree,South Atlantic,0,3,3,2
415,7/9/14 18:30,7/9/14 18:31,Married,11-15 years,Never,Office and Administrative Support Occupations,Male,30-44,"$50,000 - $99,999",Some college or Associate degree,South Atlantic,0,2,3,3
416,7/9/14 18:29,7/9/14 18:31,Married,16-20 years,Never,Community and Social Service Occupations,Female,30-44,"$100,000 - $149,999",Graduate degree,West North Central,1,2,4,5
417,7/9/14 18:29,7/9/14 18:30,"Single, but cohabiting with a significant other",1-5 years,Never,Office and Administrative Support Occupations,Female,18-29,"$0 - $24,999",Bachelor degree,Mountain,1,1,1,4
418,7/9/14 18:29,7/9/14 18:30,Married,11-15 years,Never,Community and Social Service Occupations,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain,0,2,3,4
419,7/9/14 18:29,7/9/14 18:30,In a domestic partnership or civil union,1-5 years,Never,"Arts, Design, Entertainment, Sports, and Media Occupations",Male,> 60,"$150,000+",Graduate degree,East North Central,0,4,5,5
420,7/9/14 18:29,7/9/14 18:30,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Male,> 60,"$100,000 - $149,999",Graduate degree,Mountain,0,4,4,5
421,7/9/14 18:28,7/9/14 18:30,Married,1-5 years,Never,Business and Financial Operations Occupations,Female,18-29,"$100,000 - $149,999",Some college or Associate degree,Mountain,1,1,4,3
422,7/9/14 18:28,7/9/14 18:33,Married,More than 20 years,Never,Community and Social Service Occupations,Male,> 60,"$100,000 - $149,999",Bachelor degree,East North Central,0,4,4,4
423,7/9/14 18:29,7/9/14 18:29,"Single, but cohabiting with a significant other",1-5 years,Never,Sales and Related Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
424,7/9/14 18:28,7/9/14 18:29,Married,16-20 years,Never,Computer and Mathematical Occupations,Male,45-60,"$100,000 - $149,999",Bachelor degree,West South Central,0,3,4,4
425,7/9/14 18:27,7/9/14 18:29,Married,16-20 years,Never,Management Occupations,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,East South Central,0,3,4,3
426,7/9/14 18:27,7/9/14 18:28,Married,More than 20 years,Never,Sales and Related Occupations,Male,> 60,Did not disclose,Graduate degree,New England,0,4,0,5
427,7/9/14 18:27,7/9/14 18:28,In a domestic partnership or civil union,1-5 years,Never,Social science researcher,Female,18-29,Did not disclose,Bachelor degree,South Atlantic,1,1,0,4
428,7/9/14 18:27,7/9/14 18:28,"Single, but cohabiting with a significant other",1-5 years,Never,Sales and Related Occupations,Male,45-60,"$50,000 - $99,999",Some college or Associate degree,East North Central,0,3,3,3
429,7/9/14 18:27,7/9/14 18:27,Divorced,1-5 years,Never,"Education, Training, and Library Occupations",Female,> 60,"$150,000+",Graduate degree,South Atlantic,1,4,5,5
430,7/9/14 18:26,7/9/14 18:27,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Male,> 60,"$50,000 - $99,999",Graduate degree,Middle Atlantic,0,4,3,5
431,7/9/14 18:26,7/9/14 18:28,Married,More than 20 years,Never,Healthcare Support Occupations,Female,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,1,3,4,4
432,7/9/14 18:26,7/9/14 18:27,In a domestic partnership or civil union,6-10 years,Never,Management Occupations,Female,30-44,"$150,000+",Some college or Associate degree,South Atlantic,1,2,5,3
433,7/9/14 18:26,7/9/14 18:26,Married,16-20 years,Never,Business and Financial Operations Occupations,Male,45-60,"$100,000 - $149,999",Bachelor degree,East North Central,0,3,4,4
434,7/9/14 18:25,7/9/14 18:25,Married,16-20 years,Never,"Education, Training, and Library Occupations",Male,45-60,"$150,000+",Graduate degree,East North Central,0,3,5,5
435,7/9/14 18:24,7/9/14 18:25,"Single, but cohabiting with a significant other",Less than 1 year,Never,Carpentry,Male,18-29,Did not disclose,Less than high school degree,New England,0,1,0,1
436,7/9/14 18:23,7/9/14 18:25,Married,1-5 years,Never,Legal Occupations,Female,30-44,"$50,000 - $99,999",Some college or Associate degree,Middle Atlantic,1,2,3,3
437,7/9/14 18:24,7/9/14 18:25,Married,More than 20 years,Never,Healthcare Practitioners and Technical Occupations,Female,> 60,"$150,000+",Graduate degree,West South Central,1,4,5,5
438,7/9/14 18:24,7/9/14 18:25,Married,More than 20 years,Never,"Life, Physical, and Social Science Occupations",Male,45-60,"$50,000 - $99,999",Graduate degree,Mountain,0,3,3,5
439,7/9/14 18:24,7/9/14 18:25,In a domestic partnership or civil union,11-15 years,Never,"disabled,  unemployed",Female,45-60,"$25,000 - $49,999",Some college or Associate degree,East North Central,1,3,2,3
440,7/9/14 18:24,7/9/14 18:24,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,45-60,"$50,000 - $99,999",Bachelor degree,South Atlantic,1,3,3,4
441,7/9/14 18:23,7/9/14 18:24,Married,6-10 years,Never,Healthcare Practitioners and Technical Occupations,Female,30-44,"$50,000 - $99,999",High school degree,South Atlantic,1,2,3,2
442,7/9/14 18:23,7/9/14 18:24,Married,6-10 years,Never,veterinary,Male,18-29,Did not disclose,Some college or Associate degree,Pacific,0,1,0,3
443,7/9/14 18:23,7/9/14 18:23,Married,6-10 years,Never,Office and Administrative Support Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
444,7/9/14 18:23,7/9/14 18:23,Married,6-10 years,Never,Legal Occupations,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
445,7/9/14 18:22,7/9/14 18:25,Married,More than 20 years,Never,Office and Administrative Support Occupations,Female,45-60,Did not disclose,High school degree,Middle Atlantic,1,3,0,2
446,7/9/14 18:23,7/9/14 18:24,"Single, but cohabiting with a significant other",1-5 years,Never,Management Occupations,Female,30-44,"$100,000 - $149,999",Bachelor degree,East North Central,1,2,4,4
447,7/9/14 18:22,7/9/14 18:23,Married,More than 20 years,Never,Management Occupations,Male,> 60,"$150,000+",Graduate degree,Pacific,0,4,5,5
448,7/9/14 18:22,7/9/14 18:22,Married,6-10 years,Never,Legal Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic,1,3,4,3
449,7/9/14 18:21,7/9/14 18:22,Married,More than 20 years,Never,Management Occupations,Male,45-60,"$150,000+",Graduate degree,East North Central,0,3,5,5
450,7/9/14 18:21,7/9/14 18:22,"Single, but cohabiting with a significant other",Less than 1 year,Never,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,Did not disclose,2,0,0,0
451,7/9/14 18:21,7/9/14 18:22,"Single, but cohabiting with a significant other",1-5 years,Never,Airlines,Male,18-29,"$25,000 - $49,999",Bachelor degree,West South Central,0,1,2,4
452,7/9/14 18:21,7/9/14 18:22,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,> 60,Did not disclose,Some college or Associate degree,West South Central,1,4,0,3
453,7/9/14 18:21,7/9/14 18:22,Married,More than 20 years,Never,"Education, Training, and Library Occupations",Female,> 60,"$150,000+",Graduate degree,East North Central,1,4,5,5
454,7/9/14 18:20,7/9/14 18:21,Married,6-10 years,Never,Architecture and Engineering Occupations,Female,> 60,"$0 - $24,999",High school degree,Middle Atlantic,1,4,1,2
455,7/9/14 18:19,7/9/14 18:20,"Single, but cohabiting with a significant other",1-5 years,Never,unemployed,Female,30-44,"$25,000 - $49,999",Some college or Associate degree,West South Central,1,2,2,3
456,7/9/14 18:19,7/9/14 18:20,Married,11-15 years,Never,Retired,Male,> 60,"$50,000 - $99,999",Graduate degree,South Atlantic,0,4,3,5
457,7/9/14 18:18,7/9/14 18:20,Married,11-15 years,Never,Retired,Male,> 60,"$100,000 - $149,999",Bachelor degree,Middle Atlantic,0,4,4,4
458,7/9/14 18:18,7/9/14 18:21,Married,6-10 years,Never,Planning,Male,18-29,"$50,000 - $99,999",Bachelor degree,West South Central,0,1,3,4
459,7/9/14 18:18,7/9/14 18:19,Married,16-20 years,Never,Architecture and Engineering Occupations,Male,45-60,"$50,000 - $99,999",Graduate degree,East North Central,0,3,3,5
460,7/9/14 18:17,7/9/14 18:18,"Single, but cohabiting with a significant other",Less than 1 year,Never,Sales and Related Occupations,Female,18-29,"$0 - $24,999",Some college or Associate degree,East South Central,1,1,1,3
461,7/9/14 18:16,7/9/14 18:17,"Single, but cohabiting with a significant other",Less than 1 year,Never,Food Preparation and Serving Related Occupations,Female,18-29,Did not disclose,Bachelor degree,Middle Atlantic,1,1,0,4
462,7/9/14 18:16,7/9/14 18:16,Married,More than 20 years,Never,"Life, Physical, and Social Science Occupations",Female,45-60,Did not disclose,Graduate degree,Mountain,1,3,0,5
463,7/9/14 18:15,7/9/14 18:16,Married,11-15 years,Never,Legal Occupations,Male,45-60,"$150,000+",Graduate degree,South Atlantic,0,3,5,5
464,7/9/14 18:15,7/9/14 18:16,Married,More than 20 years,Never,retired,Female,> 60,Did not disclose,Bachelor degree,Middle Atlantic,1,4,0,4
465,7/9/14 18:15,7/9/14 18:16,"Single, but cohabiting with a significant other",6-10 years,Never,Management Occupations,Male,30-44,"$100,000 - $149,999",Some college or Associate degree,Mountain,0,2,4,3
466,7/9/14 18:15,7/9/14 18:15,Married,11-15 years,Never,Office and Administrative Support Occupations,Female,45-60,"$100,000 - $149,999",Some college or Associate degree,New England,1,3,4,3
467,7/9/14 18:14,7/9/14 18:15,In a domestic partnership or civil union,Less than 1 year,Never,"Education, Training, and Library Occupations",Female,18-29,"$100,000 - $149,999",Graduate degree,Pacific,1,1,4,5
468,7/9/14 18:14,7/9/14 18:15,"Single, but cohabiting with a significant other",1-5 years,Never,Office and Administrative Support Occupations,Female,18-29,"$50,000 - $99,999",Bachelor degree,Middle Atlantic,1,1,3,4
469,7/9/14 18:14,7/9/14 18:15,Married,16-20 years,Never,Management Occupations,Female,45-60,"$100,000 - $149,999",Bachelor degree,Pacific,1,3,4,4
470,7/9/14 18:13,7/9/14 18:14,Married,16-20 years,Never,Computer and Mathematical Occupations,Male,> 60,"$100,000 - $149,999",Graduate degree,Pacific,0,4,4,5
471,7/9/14 18:13,7/9/14 18:14,Married,11-15 years,Never,Healthcare Practitioners and Technical Occupations,Female,30-44,"$100,000 - $149,999",Graduate degree,East South Central,1,2,4,5
472,7/9/14 18:13,7/9/14 18:14,Married,More than 20 years,Never,Management Occupations,Male,> 60,"$0 - $24,999",Some college or Associate degree,Mountain,0,4,1,3
